system,Nc,source,k,max_cart_over_box,min_cart_over_box,worst_abs_cart_over_box,limit,penalty_can_activate,margin
pendcart,1,deterministic,143,2.8675919894598185,0.444186833298802,2.8675919894598185,10.0,False,7.132408010540182
pendcart,1,deterministic,144,2.8675811519215784,0.4441895946683763,2.8675811519215784,10.0,False,7.132418848078421
pendcart,1,deterministic,145,2.8675680865515156,0.4441907193878733,2.8675680865515156,10.0,False,7.132431913448484
pendcart,1,deterministic,146,2.867553728138698,0.4441903977606262,2.867553728138698,10.0,False,7.132446271861302
pendcart,1,deterministic,147,2.867538956024745,0.4441888660233822,2.867538956024745,10.0,False,7.132461043975255
pendcart,1,deterministic,148,2.8675245618788097,0.44418638986645154,2.8675245618788097,10.0,False,7.13247543812119
pendcart,1,deterministic,149,2.8675112249783763,0.4441832486160681,2.8675112249783763,10.0,False,7.132488775021624
pendcart,1,deterministic,150,2.8674994952358124,0.4441797206928651,2.8674994952358124,10.0,False,7.132500504764188
pendcart,1,SGO,0,1.5697602982579666,-1.0,1.5697602982579666,10.0,False,8.430239701742034
pendcart,1,SGO,1,1.5887723335320145,-0.9934663709982907,1.5887723335320145,10.0,False,8.411227666467985
pendcart,1,SGO,2,1.6207544552911126,-0.9812451144836137,1.6207544552911126,10.0,False,8.379245544708887
pendcart,1,SGO,3,1.667995502341762,-0.9625085814600405,1.667995502341762,10.0,False,8.332004497658238
pendcart,1,SGO,4,1.7273903388342977,-0.9370446962560394,1.7273903388342977,10.0,False,8.272609661165703
pendcart,1,SGO,5,1.7998131864155333,-0.9045752435343364,1.7998131864155333,10.0,False,8.200186813584466
pendcart,1,SGO,6,1.8881816984966977,-0.8646742929849619,1.8881816984966977,10.0,False,8.111818301503302
pendcart,1,SGO,7,1.9842856593323377,-0.8180221111209244,1.9842856593323377,10.0,False,8.015714340667662
pendcart,1,SGO,8,2.086212033734516,-0.7652157587667099,2.086212033734516,10.0,False,7.913787966265485
pendcart,1,SGO,9,2.1912644367602665,-0.7070661717221975,2.1912644367602665,10.0,False,7.8087355632397335
pendcart,1,SGO,10,2.2994745010714617,-0.6445857791045306,2.2994745010714617,10.0,False,7.700525498928538
pendcart,1,SGO,11,2.4079088998638976,-0.5788038844527142,2.4079088998638976,10.0,False,7.592091100136102
pendcart,1,SGO,12,2.5106769962728803,-0.5109045328052401,2.5106769962728803,10.0,False,7.48932300372712
pendcart,1,SGO,13,2.6055224455979706,-0.4420558714629254,2.6055224455979706,10.0,False,7.394477554402029
pendcart,1,SGO,14,2.6908090810393457,-0.37337392473782566,2.6908090810393457,10.0,False,7.309190918960654
pendcart,1,SGO,15,2.7647302042085777,-0.3059555765554651,2.7647302042085777,10.0,False,7.235269795791423
pendcart,1,SGO,16,2.8276662946952005,-0.24065248604126888,2.8276662946952005,10.0,False,7.1723337053047995
pendcart,1,SGO,17,2.87785096830938,-0.17837340087291692,2.87785096830938,10.0,False,7.12214903169062
